,judul,nim,kata_kunci,mix_feature
113,SISTEM PAKAR UNTUK MENENTUKAN PENYAKIT DENGAN GEJALA KAKI BENGKAK MENGGUNAKAN METODE FORWARD CHAINING,71150139,"sistem pakar, kaki bengkak, forward chaining.",sistem pakar sakit gejala kaki bengkak metode forward chaining kaki bengkak gejala buah sakit timbul mati tangan gejala kaki bengkak pakar bidang sehat sistem pakar buah sistem adopsi manusia harap bantu tangan gejala kaki bengkak layak pakar utama sakit timbul gejala kaki bengkak teliti bangun buah sistem pakar diagnosis sakit gejala kaki bengkak sistem bangun metode representasi production rule metode inferensi forward chaining basis bangun dasar informasi pakar dokter internis sakit sistem bangun bahasa pemrograman python sistem bangun uji rekam medis sisi sisi keluh gejala derita sisi periksa pakar sisi hasil uji sistem tingkat diagnosis data sisi sistem hasil tingkat rendah uji diagnosis sistem sisi keluh gejala derita sisi periksa pakar sistem pakar kaki bengkak forward chaining
114,"PEMBANGUNAN DASHBOARD BEASISWA DAN PINJAMAN
PROGRAM STUDI INFORMATIKA UKDW",71150061,"dashboard, prototyping, system usability scale, task success",bangun dashboard beasiswa pinjam program studi informatika ukdw ketua program studi kaprodi milik tugas tanggung laksana giat akademik salah tugas kaprodi lapor laksana giat prodi sistem pantau giat operasional lapor dashboard buah tampil panel informasi organisasi evaluasi mudah ambil putus teliti ancang buah dashboard beasiswa pinjam metode prototyping prototyping metode kembang perangkat lunak upa model fisik sistem fungsi versi sistem ogedebe jacob hasil rata uji task success iterasi sistem bangun efektif tampil informasi beasiswa pinjam mudah ajar evaluasi desain antarmuka system usability scale sus 5 responden iterasi hasil skor sus 2 iterasi 6 iterasi ii dasar hasil rata skor sus iterasi 9 antarmuka sistem grade scale nila adjective rating nila good acceptability ranges terima acceptable dashboard prototyping system usability scale task success
115,PERANCANGAN PROGRAM BANTU PENGELOLAAN NILAI DENGAN METODE USER CENTERED DESIGN DI SDN 03 CIPAYUNG,71150060,"User centered design, Php, Program bantu",ancang program bantu kelola nilai metode user ucd design sdn cipayung sdn cipayung sekolah dasar letak provinsi dki jakarta kabupaten jakarta timur proses pantau monitoring akademik tua siswa lisan kualitas kuantitas sisi kabupaten jakarta timur kenal kota koneksi milik internet bagus mengakes website site site dasar tulis coba bantu proses pantau akademik jalin arah guru tua siswa program bantu kelola nilai bahasa pemrograman php personal home page hypertext preprocessor program bantu kelola nilai sistem bantu guru tua siswa bantu kembang anak didik ajar sekolah manfaat smartphone personal computer laptop internet program bantu kelola nilai harap guru tua pantau kembang anak didik fleksibel user ucd design php program bantu
116,PENGEMBANGAN SISTEM PENJADWALAN DENGAN PRESENSI QR DAN TRACING JEMAAT GEREJA KATOLIK,71170148,"QR Code, Penjadwalan, Mobile-based",kembang sistem jadwal presensi qr tracing jemaat gereja katolik paroki santa maria assumpta klaten gereja katolik jl andalas no sikenong kabupaten kec klaten tengah kabupaten klaten jawa tengah gereja milik umat hadir acara gereja acara milik acara minggu kelola acara gereja bilang manual pandemi covid kapasitas gereja batas kursi kapasitas normal situasi gereja butuh buah sistem lacak umat umat virus covid hadir acara butuh sistem kelola acara bantu kelola acara gereja kelola acara lacak umat daftar gereja sistem buah website site site jadwal integrasi aplikasi mobile presensi umat website site site kembang kelola acara acara kelas acara daftar jadwal acara kelas acara unduh presensi kelas acara fitur-fitur sistem jadwal tracing umat daftar fitur-fitur tracing butuh umat hadir umat virus covid tindak aplikasi mobile kembang bantu umat gereja scanning qr code bentuk presensi buah acara hadir umat simpul kembang website site site jadwal integrasi aplikasi pindai mobile-based bantu jadwal kelola acara mudah praktis sistem tracing bantu kece giat umat mudah sistem harap mudah erti administrasi gereja umat kerumun umat presensi gereja hadir acara ambil putus cepat kait sebar virus covid qr code jadwal mobile-based
117,IMPLEMENTASI METODE SCRUM PADA APLIKASI MARKETPLACE SEKTOR PERTANIAN BERBASIS ANDROID,71160074,"Scrum, Black Box, Sprint, Burndown Chart",implementasi metode scrum aplikasi marketplace sektor tani bas android metode scrum cipta ken schwaber jeff sutherland milik kembang manajemen metodologi prinsip prinsip metodologi agile scrum kerangka kembang perangkat lunak produk tingkat cepat fleksibilitas kembang dasar implementasi scrum kembang aplikasi duta tani store teliti fokus  analisa implementasi scrum faktor faktor pengaruh tingkat hasil implementasi scrum scrum kualitas aplikasi metode uji black box scrum tahap sprint planning daily scrum sprint review sprint retrospective  analisa hasil implementasi scrum kembang aplikasi lapor sprint bentuk burndown chart parameter estimasi waktu tugas story point waktu aktual tugas tanggal laksana sprint uji aplikasi acceptance testing requirement tahap kembang penuh functional testing memvalidasi fungsional fitur-fitur tampil aplikasi parameter  analisa hasil uji tingkat completeness skenario uji fitur-fitur tampil aplikasi scrum hasil implementasi kembang aplikasi duta tani store faktor pengaruh implementasi scrum dasar hasil burndown chart sprint temu scrum hasil uji aplikasi milik nilai completeness total tujuh puluh skenario uji scrum black box sprint burndown chart
118,SISTEM TEMU KEMBALI TEMPAT PENYIMPANAN KODE PROGRAM JAVA DENGAN PENDEKATAN RELASI CLASS,71170163,"Temu kembali informasi, Tempat penyimpanan kode program, Bahasa pemrograman Java, Relasi class, Struktur data, Inverted index",sistem temu simpan kode program java relasi class teliti bangun buah sistem temu informasi kode program bahasa java buah simpan kode program repository dokumen kode program buah repository informasi sulit temu kembang buah aplikasi software fitur-fitur iring kembang waktu teliti proses olah kode program bahasa java repository tahap buah indeks akses cari kode program java tahap preprocessing bentuk dokumen json isi informasi kode program indeks dokumen json input solr indeks indeks isi informasi kode program spesifik gambar relasi class indeks bentuk akses proses temu informasi hasil teliti buah aplikasi preprocessing dokumen kode program java proses indexing temu informasi output upa hasil cari query sistem temu informasi simpan kode program bahasa pemrograman java relasi class struktur data inverted index
119,REPRESENTASI INFORMASI FILM DAN LAGU DAERAH BERBASIS SEMANTIC WEB,71150084,"semantic web, Methontology, film, lagu, Indonesia, endpoint, protégé, apache jena fuseki",representasi informasi film lagu daerah bas semantic website site  film lagu karya seni hasil ekspresi seni alat alat seni teknologi representasi informasi film lagu daerah website site  informasi informasi simpan akses teliti website site  website site  representasi informasi film lagu daerah bas semantic website site  teliti metode methontology bangun ontologi tahap metode methontology teliti 4 tahap spesifikasi knowledge acquisition konseptualisasi implementasi tahap spesifikasi ruang lingkup ontologi objek film lagu daerah tahap knowledge acquisition analisa teks buku ajar konsep buku tahap konseptualisasi ekstraksi data bentuk subjek predikat objek tahap konseptualisasi hasil diagram t-box model objek tahap implementasi bangun ontologi film lagu daerah indonesia bentuk owl aplikasi prot informasi film lagu daerah indonesia bangun bahasa pemrograman javascript framework vue js pemrograman website site  bas semantic website site  teliti sistem hubung data film lagu daerah indonesia data id dbpedia org endpoint dbpedia indonesia teliti lapor hasil tahap spesifikasi knowledge acquisition konseptualisasi implementasi hasil teliti representasi informasi film lagu daerah indonesia bas semantic website site  semantic website site  methontology film lagu indonesia endpoint prot apache jena fuseki
120,"PEMBANGUNAN DASHBOARD KERJA PRAKTIK DAN
SKRIPSI MENGGUNAKAN METODE USER CENTERED
DESIGN",71150116,"Dashboard, Visualisasi, KPI",bangun dashboard praktik skripsi metode user ucd design teliti bangun dashboard data skripsi praktik ukdw sistem analisa mahasiswa fakultas teknologi informasi bangun dashboard acu key performance indicator sesuai standar ban-pt prodi informatika sistem framework laravel database mysql sistem agama aktivitas dosen prodi informatika kunci dashboard visualisasi kpi dashboard visualisasi kpi
121,PENGEMBANGAN APLIKASI WARTA JEMAAT BERBASIS ANDROID UNTUK KALANGAN LANSIA MENGGUNAKAN UJI USABILITAS,71160023,"Flutter, Usability Testing, Task Scenario, System Usability Scale",kembang aplikasi warta jemaat bas android kalang lansia uji usabilitas jemaat kalang usia umum milik fisik halang gereja warta jemaat aplikasi warta jemaat bas android bantu jemaat hadir informasi giat gereja real-time kembang aplikasi aplikasi mudah kalang lansia salah aplikasi warta jemaat umat paroki klaten nama gematen aplikasi kembang bas android framework flutter unggah playstore aplikasi bangun basis data mysql otentikasi firebase kembang aplikasi fungsi view beranda jadwal mudah kembang fokus framework flutter olah data basis data mysql kembang aplikasi iterasi iterasi aplikasi uji responden kalang lansia bentuk task scenario system usability scale wawancara aplikasi gematen uji usabilitas data task scenario singkat waktu rata 8 4 4 detik skor sus iterasi nilai standar skor grade mayoritas responden puas aplikasi uji iterasi teliti harap teliti kembang fitur-fitur cache sederhana kategori fitur-fitur kirim pesan layan misa minyak suci gematen platform website site  fitur-fitur sesuai butuh paroki santa maria assumpta klaten flutter usability testing task scenario system usability scale
122,IMPLEMENTASI ALGORITMA DIJKSTRA UNTUK MENCARI RUMAH KOST TERDEKAT DI KODYA YOGYAKARTA BERBASIS ANDROID,71150026,"Dijkstra, Android, pencarian kost terdekat, pencarian jalur terpendek",implementasi algoritma dijkstra cari rumah kost kodya yogyakarta bas android mahasiswa utama mahasiswa sulit tinggal salah rumah kost mahasiswa milik timbang pilih kost-kostannya salah jarak kost universitas teliti coba implementasi algoritma dijkstra cari kost android aplikasi fitur-fitur cari jalur pendek filter harga maksimal filter jarak maksimal algoritma dijkstra salah algoritma cari jarak jalur pendek hasil cari jarak kost jalur pendek banding hasil google maps proses waktu cari sistem catat teliti hasil algoritma dijkstra hasil implementasi cari kost cari kost dasar filter cari jalur pendek android uji cari jarak kost hasil algoritma dijkstra cari jarak rata selisih jarak data google maps uji temu jarak jalur kost cari algoritma dijkstra waktu cari verteks dijkstra android cari kost cari jalur pendek
123,ANALISIS FITUR STILOMETRI DAN STRATEGI SEGMENTASI TEKS BERBAHASA INDONESIA PADA SISTEM DETEKSI PLAGIASI INTRINSIK,71160016,"deteksi plagiasi intrinsik, plagiasi, stilometri, segmentasi teks", analisa fitur-fitur stilometri strategi segmentasi teks bahasa indonesia sistem deteksi plagiasi intrinsik plagiasi salah jenis langgar hak cipta curi kaya intelektual hadir internet mudah siswa plagiarisme survei siswa plagiarisme hidup deteksi plagiasi sistem deteksi plagiasi intrinsik intrinsic plagiarism detection ipd usaha temu plagiat cari segmen teks stilometrinya gaya tulis beda jenis fitur-fitur stilometri ukur tingkat segmentasi tulis cari kombinasi fitur-fitur stilometri strategi segmentasi akurat sistem ipd teks bahasa indonesia dasar uji kombinasi akurat praktis segmentasi paragraf fitur-fitur stilometri rata tanda baca paragraf rasio type-token jenis teks cocok deteksi sistem ipd sistem ipd rekomendasi temu ubah gaya tulis hakim plagiat deteksi plagiasi intrinsik plagiasi stilometri segmentasi teks
124,VISUALISASI PENYEBARAN AGAMA KRISTEN DI INDONESIA BERBASIS WEBSITE,71160120,"Visualisasi, Agama, Kristen",visualisasi sebar agama kristen indonesia bas website site site visualisasi teknik gambar diagram animasi saji informasi umum visualisasi citra abstrak kenal adab manusia teliti bangun visualisasi sebar agama kristen indonesia ukur tingkat alam website site site bangun tulis uji sistem user experience questionnaire ueq 6 skala penilainnya daya tarik efisiensi stimulasi dasar responden uji ueq hasil tingkat rata total hasil ueq usabilitas rata visualisasi agama kristen
125,"VISUALISASI REPRESENTASI PENGETAHUAN BERBASIS
SEMANTIC WEB UNTUK SENI PERTUNJUKAN
INDONESIA",71150112,"Seni Pertunjukan Indonesia, Semantic Web, Methontology,
Ontology",visualisasi representasi bas semantic website site  seni indonesia indonesia pulau suku keanekaragaman budaya milik karakter buah platform portal media informasi muat seni indonesia seni salah sarana hibur masyarakat buah giat ata upacara terentu buah seni unsur lengkap pakai adat lakon cerita aksesoris informasi muat seni model buah basis informasi tahun knowledge based bentuk representasi basis model bentuk salah semantic website site  ontologi  pilih ontologi  salah bentuk formal buah konsep informasi rena milik relasi domain beda link data media informasi ontologi  representasi ilmu model bentuk owl salah standar model data proses data 2 umum bentuk formal informal bentuk formal t-box description logic dl bentuk informal hasil ekstraksi data manual literatur seni indonesia hasil model data implementasi bentuk website site site bentuk visualisasi data tampil upa daftar class relasi instance simpul teliti objek seni model bentuk standar owl metodologi methontology terap model data objek seni indonesia teknologi semantic website site  ontologi  seni indonesia semantic website site  methontology ontologi 
